Component_ID,Flight_Hours,Temperature,Vibration,Component_Age,Maintenance_Cost,Failure
C1165,841,80,0.8718029900174895,39,20194,1
C1166,1890,92,0.23194857897956342,17,44570,0
C1167,4461,74,0.2271171440172063,20,32669,0
C1168,4481,78,0.8217542350099118,30,40175,0
C1169,4136,60,0.9316760998571086,13,4975,0
C1170,811,70,0.22618068487086374,13,47287,1
C1171,557,62,0.6528529080028989,29,37008,0
C1172,3204,105,0.24551826816082423,15,14286,1
C1173,3861,106,0.6374870714401902,31,44381,0
C1174,889,104,0.37636777165002533,10,13417,0
C1175,4415,82,0.2839984051980747,20,35835,0
C1176,1635,71,0.1834546027133291,48,13380,0
C1177,1391,97,0.40103393113263786,41,36693,0
C1178,2402,72,0.9332639522168307,15,47648,0
C1179,1093,82,0.46072606067109945,44,19568,0
C1180,1140,82,0.586253059294223,57,10944,0
C1181,4943,92,0.19188251318419536,14,35261,1
C1182,1279,98,0.47977648899153247,45,8734,0
C1183,2565,66,0.20020731121713137,37,46270,0
C1184,3108,64,0.32542904655593186,41,22435,0
C1185,2950,110,0.6490427939044547,53,14570,0
C1186,3565,79,0.2695506123126553,50,45110,0
C1187,2680,77,0.1074243054044691,36,25368,0
C1188,4303,70,0.7291562045462217,12,4515,0
C1189,2132,63,0.9143955678105373,17,34227,0
C1190,3564,118,0.3590315649242023,56,1680,1
C1191,4461,71,0.8907612926094242,53,14513,0
C1192,3644,79,0.6302674004939671,50,3124,0
C1193,551,109,0.8913041683268854,10,49503,0
C1194,2435,109,0.1563894398214157,20,39336,0
C1195,1186,85,0.4452056846031506,13,10166,0
C1196,4598,115,0.42413571121648797,53,10808,1
C1197,2707,79,0.4801971372195273,55,21406,0
C1198,957,64,0.4777454985155202,10,45625,0
C1199,2836,119,0.7019142796092567,42,47234,1
C1200,4684,106,0.43124106140435414,37,11396,1
C1201,2830,96,0.9738912694646156,29,8925,0
C1202,1235,62,0.22344737665748388,33,22341,0
C1203,3573,107,0.8465373053165246,19,38838,1
C1204,1796,114,0.32815879565080835,45,19002,0
C1205,2293,118,0.6357225762194,44,7897,0
C1206,3584,73,0.22108083977596332,54,31175,0
C1207,833,62,0.2234695930008176,37,16005,0
C1208,3002,80,0.3630109125138974,48,37788,0
C1209,3321,114,0.8521896855375043,8,42581,0
C1210,1687,90,0.5116723466589247,58,28410,1
C1211,3650,112,0.9224733950118874,40,35824,1
C1212,2913,60,0.7733586013552235,34,22565,0
C1213,3269,72,0.5427111429972773,40,48905,0
C1214,942,77,0.7549782759458804,9,21226,0
C1215,3353,83,0.252861140731357,15,38077,0
C1216,3364,85,0.5028160414645613,11,46864,0
C1217,3742,90,0.4289943575339553,10,18493,0
C1218,2562,89,0.9617209520792632,40,38631,0
C1219,1529,119,0.4902909983079453,15,40711,0
C1220,889,116,0.5035472044480583,53,33060,0
C1221,3564,106,0.4145790179054558,25,18310,1
C1222,1761,91,0.5781257412745746,35,11639,0
C1223,4374,80,0.4415619335890024,33,49821,0
C1224,881,71,0.5117484545968767,29,35429,0
C1225,2768,97,0.9153863051642054,21,41596,0
C1226,4361,94,0.14610399226115922,34,5441,1
C1227,4051,67,0.6255123566441934,32,3270,0
C1228,2151,79,0.7323716510048559,19,5743,0
C1229,3211,111,0.7406290438536162,55,45343,1
C1230,1622,103,0.38215657732058994,37,47349,1
C1231,3740,74,0.3590506005402275,58,29088,0
C1232,2079,75,0.14227666234669828,27,31904,0
C1233,1801,79,0.13605086833199248,27,8301,0
C1234,3530,80,0.6694144974627001,41,23031,0
C1235,2699,64,0.7380717621959922,31,45931,0
C1236,3427,101,0.24581592676725017,9,37330,1
C1237,1722,107,0.6601874332589187,53,27479,0
C1238,4994,92,0.6215992366112889,42,24640,1
C1239,4755,78,0.4296371258748862,11,12745,0
C1240,2888,71,0.7071320928486653,23,40917,0
C1241,1328,108,0.9210018752380439,57,23736,1
C1242,1092,93,0.582143759734425,44,15697,0
C1243,3338,82,0.683091361414995,19,20650,1
C1244,2354,61,0.7507273572325662,23,39432,0
C1245,3485,93,0.42644990239672953,57,11478,1
C1246,3436,87,0.6191429485533626,23,42803,0
C1247,4406,117,0.7670071718962812,18,1657,1
C1248,1334,113,0.8392598879326633,40,45967,1
C1249,4851,101,0.21609574765155434,43,45747,1
C1250,2161,109,0.6117426596006387,54,18509,0
C1251,2446,70,0.5322975982306212,25,5169,0
C1252,1607,105,0.735799549669598,59,6528,1
C1253,1111,100,0.9666817239765161,26,29831,0
C1254,4888,116,0.6180099842408789,30,30861,1
C1255,3455,73,0.7385973632438733,27,3519,1
C1256,2865,109,0.633000136990539,42,46378,0
C1257,4452,62,0.13319359809116424,13,20201,0
C1258,1377,104,0.46042797817193903,58,20767,0
C1259,1593,108,0.6474025887676869,42,8458,0
C1260,686,80,0.6264008599575691,45,7634,0
C1261,4812,70,0.9617526435111764,49,47452,1
C1262,4137,112,0.6944172205930982,39,27540,1
C1263,1479,103,0.8111543848881769,7,48914,0
C1264,1410,94,0.2985835420339231,57,17070,0
C1265,1749,70,0.3995885899310839,37,37375,0
C1266,4734,96,0.6380138265385763,58,20907,1
C1267,4311,80,0.6804678862012015,32,41621,0
C1268,677,63,0.751273830512082,15,36214,0
C1269,2787,63,0.8171506264866396,9,2724,0
C1270,4800,82,0.4119676118454466,53,36099,1
C1271,2471,63,0.17094057060740103,44,17546,0
C1272,2167,78,0.14483598832868205,41,30177,0
C1273,2060,91,0.8448887949726771,23,36873,0
C1274,3286,69,0.6011068573514945,14,9715,0
C1275,2171,93,0.959433690061246,19,46502,0
C1276,1532,79,0.8846236080201776,58,42964,1
C1277,4421,91,0.4948208867461764,41,49089,0
C1278,3931,67,0.7932034676811492,48,26720,1
C1279,2885,95,0.5145167146818244,19,43983,0
C1280,4131,72,0.9411442807464379,23,40843,0
C1281,1680,69,0.709278791675965,40,22768,0
C1282,1631,101,0.9007887180819554,10,5957,0
C1283,4867,68,0.47764060314368106,11,20668,0
C1284,1700,103,0.3352216101745943,54,38321,0
C1285,1889,95,0.7105836481920237,46,16328,1
C1286,2863,84,0.9570671135130225,28,19587,0
C1287,1412,77,0.4278944871878597,23,12625,0
C1288,2202,77,0.8463019623415704,13,23892,0
C1289,1445,70,0.39157573190011485,13,2549,0
C1290,2811,74,0.8543161146653261,42,22715,1
C1291,738,86,0.6547257062039932,23,17972,0
C1292,1999,108,0.7794545479515671,35,45925,0
C1293,3414,88,0.26554619179910977,19,43516,0
C1294,3261,67,0.7820597047082056,30,42245,0
C1295,3731,91,0.6933560555371452,48,32426,1
C1296,2001,91,0.590714500202307,47,42108,0
C1297,4734,86,0.13139626880354108,42,40793,0
C1298,1356,115,0.6351805142447946,37,48470,0
C1299,3346,74,0.3650712136591917,36,40719,0
C1300,4624,76,0.5868773905215265,7,41084,1
C1301,1270,83,0.6357430776967115,19,21359,0
C1302,600,78,0.6806435655046686,55,49336,0
C1303,756,100,0.4887948733975367,55,36759,0
C1304,1003,62,0.1936933129500008,30,4188,0
C1305,4893,62,0.9567618466292139,8,10039,0
C1306,2837,90,0.6339755723113101,15,27131,0
C1307,2485,104,0.5633053519679613,32,34803,0
C1308,4448,103,0.1511955309414439,54,25048,1
C1309,3123,88,0.5727599625982871,22,21946,0
C1310,1604,78,0.7308761800962114,29,18379,0
C1311,2765,89,0.6131223407521157,32,20079,0
C1312,680,119,0.13819213391906304,7,44382,0
C1313,780,90,0.617088207329374,6,14857,1
C1314,3690,107,0.6559469015965919,26,30956,1
C1315,4789,87,0.5552294429115893,34,17757,0
C1316,1569,107,0.4043156001394336,32,22680,0
C1317,2701,100,0.4896185369765479,10,40916,0
C1318,3611,82,0.7129169166399835,44,22976,1
C1319,1833,77,0.4427243636630174,25,2603,0
C1320,4432,110,0.6020460975049022,14,6205,1
C1321,1507,92,0.34593912451363773,35,44778,0
C1322,2982,71,0.3438436676048295,22,22921,0
C1323,2526,64,0.9165364904158596,7,24257,0
C1324,2999,83,0.9416259686248242,13,36904,0
C1325,2340,64,0.34671303008302556,45,16047,0
C1326,3263,77,0.6472011363002996,38,30743,0
C1327,1910,101,0.9316024926101173,50,48656,1
C1328,2155,84,0.19447567939894303,47,11731,0
C1329,3714,83,0.6613816669432996,25,15724,0
C1330,1793,87,0.8466633828007784,17,24761,0
C1331,2567,76,0.984117598970825,46,45063,1
C1332,676,65,0.7149050230222763,10,27823,0
C1333,2699,113,0.9993914511178329,35,43717,0
C1334,3988,80,0.23659472050887284,13,21466,0
C1335,3230,75,0.30161947266802847,31,20616,0
C1336,4272,78,0.1170097563511831,16,21326,0
C1337,3971,82,0.4322007540034176,12,2664,0
C1338,2799,68,0.7168985289024111,45,6760,1
C1339,3591,97,0.9893269387784173,8,37274,1
C1340,3169,90,0.9816557750471148,55,39363,1
C1341,4656,91,0.135966928220101,17,12885,1
C1342,4945,81,0.6748088405798498,48,10815,0
C1343,3279,60,0.11102763926000084,26,24680,0
C1344,4350,115,0.5116904895498148,16,11667,1
C1345,3748,96,0.4335712193796126,30,4038,1
C1346,2516,83,0.9161146026806566,39,48432,0
C1347,2133,71,0.24138484118512715,39,48168,0
C1348,2560,114,0.6666410101132167,24,34219,1
C1349,4244,119,0.4848391798903361,10,16083,1
C1350,3946,116,0.6944235242877641,14,13968,1
C1351,3566,72,0.8718248245015076,35,47494,1
C1352,3930,66,0.9028663806078584,35,33967,0
C1353,2757,106,0.3424888035807503,27,8260,0
C1354,1297,64,0.9010677528422395,11,37282,0
C1355,3257,119,0.16877089561012365,52,26021,1
C1356,1204,98,0.8694845429735131,17,32397,0
C1357,4876,87,0.8447776944740258,54,47151,1
C1358,2094,116,0.5097677856287598,37,25054,0
C1359,2237,62,0.6804096449916569,55,3495,0
C1360,2778,92,0.21814795773306728,30,35824,0
C1361,2920,79,0.26577440999051916,56,18966,0
C1362,2634,68,0.6453107135867763,20,35274,0
C1363,4385,112,0.2673458032615003,36,23411,0
C1364,4040,77,0.7275618772027539,49,20957,1
C1365,4693,108,0.4386001860777269,45,5084,1
C1366,1172,91,0.8306846490150303,23,12671,0
C1367,2479,105,0.6265437802955336,33,6894,0
C1368,1896,60,0.9207567623968393,23,33617,0
C1369,1162,90,0.6704367242012216,13,36254,0
C1370,4347,74,0.4867314884090861,48,41286,0
C1371,1067,91,0.5430951115601785,31,28254,0
C1372,3802,60,0.21967683574040991,37,41006,0
C1373,4501,100,0.5354773448522687,27,31108,1
C1374,1760,80,0.6075454863122202,22,21701,0
C1375,2508,109,0.31436008799343007,36,34400,0
C1376,1241,86,0.5455632080601692,9,47760,0
C1377,852,74,0.5821899331228395,19,20640,0
C1378,1231,105,0.22717146524148885,7,29224,0
C1379,3334,115,0.9468687812775027,15,5022,1
C1380,3668,102,0.6341699314885039,36,33022,1
C1381,4123,105,0.891021777952711,8,42489,1
C1382,2973,83,0.9142056690980249,45,17643,1
C1383,4524,70,0.6443092829468375,9,13175,0
C1384,2609,95,0.7392409665581195,37,17661,0
C1385,3357,100,0.847101974116133,58,22296,1
C1386,4649,109,0.6208944057411557,23,21308,1
C1387,1852,117,0.25573900939379896,7,2684,0
C1388,588,84,0.21668830064263506,50,46484,0
C1389,2401,91,0.6137820563690872,9,29813,0
C1390,3114,117,0.7796729041435125,18,23661,0
C1391,1732,64,0.636594039212793,31,40675,0
C1392,2340,117,0.9261500011005385,15,9298,0
C1393,2952,77,0.7081470804379072,21,6212,0
C1394,1755,85,0.2608100967321557,41,46626,0
C1395,2461,60,0.1105377927265356,35,3590,0
C1396,3077,94,0.959212950214094,22,11119,1
C1397,2335,99,0.9972767066213488,35,23148,0
C1398,4906,77,0.9115973678957451,49,8498,1
C1399,4315,64,0.15974435270595197,50,39376,0
C1400,1894,102,0.8151419805544344,24,32555,0
C1401,2829,76,0.13330739164262512,56,33770,0
C1402,2180,108,0.28584779690379597,10,5139,0
C1403,4373,79,0.163896262951884,23,27391,0
C1404,1327,77,0.23380347199927026,54,20861,0
C1405,4681,63,0.8176133577715078,18,15172,0
C1406,1383,109,0.24468341980394562,40,1415,0
C1407,2305,72,0.5534592518215747,37,9010,0
C1408,3719,85,0.599185746397594,30,41424,0
C1409,594,115,0.10076002550806334,30,14137,0
C1410,957,71,0.7439505507688982,8,21661,1
C1411,1706,71,0.1475768093438208,7,39048,0
C1412,1036,119,0.603942875760875,16,43337,0
C1413,549,64,0.8857050903337327,47,23582,1
C1414,4224,96,0.1951075128989232,53,23645,1
C1415,1086,61,0.3932300346251576,38,35102,0
C1416,1873,110,0.22578606355726466,36,16062,0
C1417,1265,77,0.36764596004576955,6,22734,0
C1418,2727,112,0.33741835165161405,19,15390,1
C1419,3607,82,0.9419401234256852,53,36326,1
C1420,1970,66,0.2239994764094299,40,3373,0
C1421,3177,100,0.20854777804997074,38,27530,1
C1422,932,75,0.7469679030067928,28,9836,0
C1423,4496,119,0.23145536377423423,33,5962,1
C1424,4969,66,0.14878300960490973,20,46944,0
C1425,2422,81,0.25538595492866845,13,43634,0
C1426,2766,63,0.4040133006327712,11,21752,0
C1427,4448,91,0.9457165224758404,45,12365,1
C1428,1894,76,0.2121462552374087,58,35119,0
C1429,2790,96,0.5018637925769569,25,31060,0
C1430,4852,67,0.5442710375371582,53,11368,0
C1431,2356,73,0.7751761512949179,52,34138,1
C1432,1030,77,0.3859972034646465,42,28251,0
C1433,4889,118,0.7673366038499682,27,30853,1
C1434,1974,77,0.6892575691742551,39,44151,0
C1435,2452,68,0.29656128508737867,19,8649,0
C1436,2744,92,0.5178457601330833,51,32319,0
C1437,4762,108,0.8807217729994541,49,4966,1
C1438,4822,80,0.12158750022073198,9,33149,1
C1439,3359,117,0.1092563112965762,34,35187,1
C1440,3239,111,0.6240683231721177,50,22609,1
C1441,3851,87,0.4729955347551097,11,43865,0
C1442,3421,84,0.6193954755237117,20,12387,0
C1443,1685,119,0.1600793976926864,35,46708,0
C1444,2871,90,0.8778722186418644,7,15106,0
C1445,1909,63,0.44350185210621673,14,4464,0
C1446,4902,73,0.2643885196797767,58,20073,0
C1447,1586,85,0.14751144022494872,27,11638,0
C1448,1581,74,0.16724506806481537,15,35348,0
C1449,636,89,0.8159937025440185,17,6453,0
C1450,4384,64,0.6273256754057978,16,29313,0
C1451,3918,93,0.24163818223207997,31,49761,1
C1452,4341,110,0.7133135469644658,17,1619,1
C1453,2246,83,0.8793057739314112,15,31177,1
C1454,1302,96,0.14244412508060197,34,47951,0
C1455,2334,85,0.43089461185521527,57,42720,0
C1456,1384,93,0.5376444837824113,50,12087,0
C1457,1061,65,0.6785107443501821,49,11458,0
C1458,2217,106,0.9522693985268706,31,30809,0
C1459,1056,83,0.7161789380924447,57,5743,1
C1460,2059,76,0.9364005326537463,29,20949,1
C1461,3071,97,0.4761889931805575,48,41443,1
C1462,3528,108,0.6444464953300564,47,23512,1
C1463,4504,79,0.9830360217301154,15,23437,0
C1464,3245,62,0.8587845760768491,23,38110,0
C1465,858,108,0.34829172948347814,39,21047,0
C1466,1454,77,0.8942605071258694,54,21609,1
C1467,3068,100,0.7420053543704115,19,28280,1
C1468,3712,109,0.6610216040257814,42,49303,1
C1469,4981,105,0.6872061545984236,26,8365,0
C1470,4394,113,0.2694315481194959,37,23551,1
C1471,673,74,0.8653651288562639,59,9375,1
C1472,4115,92,0.6610339862642025,43,44088,1
C1473,2920,76,0.5687589953802233,55,41409,0
C1474,2680,69,0.625825920987268,41,2775,0
C1475,1979,75,0.4956147282212364,42,16788,0
C1476,2054,114,0.16579239522178957,29,44783,0
C1477,3011,113,0.9784739448432902,27,8085,1
C1478,1814,107,0.3013796938706996,14,27590,0
C1479,4177,64,0.9548446247520118,59,3766,1
C1480,1856,77,0.47027969644089174,55,19298,0
C1481,1867,95,0.5504549944545672,45,46685,0
C1482,584,110,0.8787405172386245,30,1543,1
C1483,3461,90,0.7857236263638328,26,26393,0
C1484,2801,114,0.23930155915163653,31,14036,0
C1485,3937,78,0.6320636834440579,51,28531,1
C1486,4130,100,0.47062115334687027,33,35637,1
C1487,876,91,0.6278620058138208,38,46164,0
C1488,1620,72,0.9923919534290915,43,4021,1
C1489,884,94,0.5336415193473675,48,37068,0
C1490,1960,96,0.814145365292469,45,16745,1
C1491,4634,86,0.9931396184582625,15,48139,0
C1492,1169,92,0.4535897109981629,10,46564,1
C1493,2287,60,0.6296298723129505,39,37741,0
C1494,3784,77,0.6981480235024653,17,43418,0
C1495,1386,99,0.5168871570907297,56,9361,0
C1496,3664,108,0.2061615300005553,25,44173,1
C1497,3903,105,0.9777981878565366,52,34816,1
C1498,4165,112,0.18316831360072927,15,13221,1
C1499,1218,61,0.734955646031302,21,44282,0
C1500,935,66,0.6162745231375082,45,39621,0
